Name,long,Lat
,-72.233,39.25
,-72.067,39.317
Ceratocephale loveni,-71.883,-33.017
Ceratocephale loveni,-71.867,-33.025
Ceratocephale loveni,-71.858,-33
Ceratocephale loveni,-71.85,-33
,-71.75,39.75
,-71.533,39.867
,-71.417,39.833
Ceratocephale loveni,-71,39.933
,-71,39.933
Ceratocephale loveni,-70.905,39.85
Ceratocephale loveni,-70.642,42.558
Ceratocephale loveni,-70.633,42.504
Ceratocephale loveni,-70.6,42.317
Ceratocephale loveni,-70.533,39.95
Ceratocephale loveni,-70.513,39.992
Ceratocephale loveni,-70.512,39.992
,-70.5,43
,-70.5,42.35
,-70.5,40
Ceratocephale loveni,-70.5,39.983
Ceratocephale loveni,-70.5,39.975
,-70.25,43
,-70,43.333
Ceratocephale loveni,-70,42.969
,-70,42.833
,-69.983,42.333
Ceratocephale loveni,-69.92,42.55
,-69.767,43.35
,-69.75,43.5
,-69.75,43
Ceratocephale loveni,-69.683,42.158
Ceratocephale loveni,-69.65,42.62
,-69.517,43.667
,-69.5,43.5
,-69.5,43
Ceratocephale loveni,-69.5,41.85
Ceratocephale loveni,-69.5,41.833
Ceratocephale loveni,-69.492,41.841
Ceratocephale loveni,-69.491,41.839
Ceratocephale loveni,-69.487,41.838
Ceratocephale loveni,-69.487,41.837
Ceratocephale loveni,-69.486,41.835
,-69.483,40.5
Ceratocephale loveni,-69.482,41.831
Ceratocephale loveni,-69.26,41.616
Ceratocephale loveni,-69.253,41.617
,-69.25,43.333
,-69.25,43.167
,-69.25,42.833
Ceratocephale loveni,-69.248,41.623
,-69,43.15
,-69,42.833
,-69,42.233
Ceratocephale loveni,-68.842,40.033
,-68.767,43.833
Ceratocephale loveni,-68.762,48.67
,-68.75,43.183
Ceratocephale loveni,-68.517,41.958
Ceratocephale loveni,-68.508,48.658
Ceratocephale loveni,-68.358,48.908
,-68.283,43.333
,-68.267,43.483
,-68.25,43.333
,-68.25,43
,-68.25,42.833
,-68,43.833
,-68,43
,-68,42.833
Ceratocephale loveni,-67.651,49.044
Ceratocephale loveni,-67.533,61.917
Ceratocephale loveni,-67.444,43.364
Ceratocephale loveni,-67.444,43.363
Ceratocephale loveni,-67.227,43.34
Ceratocephale abyssorum,-66.565,34.696
Ceratocephale abyssorum,-66.547,34.717
Ceratocephale oculata,-66.325,17.947
Ceratocephale loveni,-66.206,41.192
Ceratocephale oculata,-64.773,18.319
Ceratocephale oculata,-64.768,18.316
Ceratocephale oculata,-64.71,18.306
Ceratocephale loveni,-64.506,49.617
Ceratocephale loveni,-63.775,43.8
Ceratocephale loveni,-62,64
Ceratocephale loveni,-60.242,48.333
Ceratocephale loveni,-60.1,48.9
Ceratocephale loveni,-59.833,49.4
Ceratocephale loveni,-59.8,49.367
Ceratocephale loveni,-59.8,48.867
Ceratocephale loveni,-59.65,48.85
,-59.168,-49.269
,-59.168,-49.287
,-59.168,-49.305
,-59.167,-49.341
,-59.166,-49.395
,-59.141,-49.233
,-59.141,-49.287
,-59.14,-49.341
,-59.125,-49.246
,-59.114,-49.233
,-59.113,-49.269
,-59.087,-49.232
,-59.086,-49.268
Ceratocephale loveni,-59.067,66.017
,-59.059,-49.232
,-59.059,-49.25
Ceratocephale loveni,-59,55.617
Ceratocephale loveni,-58.55,56.067
Ceratocephale loveni,-56.983,65.933
Ceratocephale loveni,-56.633,66.583
Ceratocephale loveni,-56.304,7.333
Ceratocephale abyssorum,-56.302,7.486
Ceratocephale loveni,-56.244,7.283
Ceratocephale abyssorum,-56.231,7.517
Ceratocephale abyssorum,-56.223,7.514
Ceratocephale abyssorum,-56.219,7.564
Ceratocephale abyssorum,-56.216,7.404
Ceratocephale pacifica,-56.213,7.795
Ceratocephale pacifica,-56.182,7.602
Ceratocephale abyssorum,-56.16,7.485
,-56.155,7.353
Ceratocephale pacifica,-56.14,7.671
Ceratocephale pacifica,-56.138,7.624
Ceratocephale abyssorum,-56.126,7.468
Ceratocephale loveni,-56.125,7.201
Ceratocephale pacifica,-56.121,7.663
Ceratocephale pacifica,-56.118,7.781
Ceratocephale abyssorum,-56.117,7.464
Ceratocephale pacifica,-56.115,7.88
Ceratocephale loveni,-56.104,7.008
Ceratocephale pacifica,-56.085,7.564
Ceratocephale loveni,-56.062,7.34
,-56.062,7.34
Ceratocephale abyssorum,-56.058,7.375
Ceratocephale loveni,-56.051,7.285
Ceratocephale pacifica,-56.043,7.606
Ceratocephale abyssorum,-56.034,7.443
,-55.988,-52.598
,-55.973,7.874
Ceratocephale pacifica,-55.96,7.804
Ceratocephale pacifica,-55.958,7.626
Ceratocephale abyssorum,-55.955,7.339
,-55.937,7.852
,-55.929,7.848
Ceratocephale abyssorum,-55.925,7.392
Ceratocephale pacifica,-55.914,7.664
Ceratocephale loveni,-55.911,7.247
,-55.903,7.272
Ceratocephale pacifica,-55.879,7.602
,-55.857,7.858
Ceratocephale pacifica,-55.845,7.701
Ceratocephale abyssorum,-55.845,7.539
,-54.729,-51.122
Ceratocephale loveni,-53.37,63.88
,-48.493,-25.511
,-48.471,-25.527
Ceratocephale oculata,-46.912,-24.366
Ceratocephale oculata,-46.618,-24.17
Ceratocephale oculata,-46.617,-24.169
Ceratocephale oculata,-46.518,-24.338
Ceratocephale oculata,-46.373,-24.066
Ceratocephale oculata,-46.285,-24.212
Ceratocephale oculata,-46.254,-24.085
Ceratocephale oculata,-46.208,-24.165
Ceratocephale oculata,-46.1,-24
Ceratocephale oculata,-46.051,-24.077
Ceratocephale oculata,-46.034,-24.461
Ceratocephale oculata,-45.991,-23.836
Ceratocephale oculata,-45.899,-23.993
Ceratocephale oculata,-45.692,-23.836
Ceratocephale oculata,-45.691,-23.836
Ceratocephale oculata,-45.62,-23.947
Ceratocephale oculata,-45.485,-24.172
Ceratocephale oculata,-44.578,-23.185
Ceratocephale oculata,-44.558,-23.221
Ceratocephale oculata,-44.546,-23.048
Ceratocephale oculata,-44.541,-23.268
Ceratocephale oculata,-44.474,-23.009
Ceratocephale oculata,-44.379,-23.032
Ceratocephale oculata,-44.373,-23.167
Ceratocephale oculata,-44.367,-22.962
Ceratocephale oculata,-44.363,-23.071
Ceratocephale oculata,-44.326,-23.137
Ceratocephale oculata,-44.31,-23.085
Ceratocephale oculata,-44.309,-23.028
Ceratocephale oculata,-44.297,-23.113
Ceratocephale oculata,-44.235,-23.029
Ceratocephale oculata,-44.225,-23.079
Ceratocephale oculata,-44.148,-23.125
Ceratocephale oculata,-44.099,-23.164
Ceratocephale oculata,-43.126,-22.781
Ceratocephale oculata,-39.273,-17.996
Ceratocephale oculata,-39.032,-17.46
Ceratocephale oculata,-39.019,-18.011
Ceratocephale oculata,-39.018,-18.011
Ceratocephale oculata,-39.013,-17.506
Ceratocephale oculata,-38.979,-17.875
Ceratocephale oculata,-38.966,-17.682
Ceratocephale oculata,-38.925,-17.819
Ceratocephale oculata,-38.919,-17.746
Ceratocephale oculata,-38.679,-18.048
Ceratocephale oculata,-38.639,-18.013
Ceratocephale oculata,-37.383,-11.433
Ceratocephale rocaensis,-33.808,-3.855
Ceratocephale loveni,-31.682,-73.823
Ceratocephale loveni,-24.437,64.261
Ceratocephale loveni,-21.847,66.833
Ceratocephale loveni,-19.596,66.325
Ceratocephale loveni,-10.608,48.655
Ceratocephale loveni,-10,48
Ceratocephale loveni,-9.833,48.467
Ceratocephale loveni,-9,48
Ceratocephale loveni,-8.301,57.92
Ceratocephale loveni,-7.317,47.557
Ceratocephale loveni,-7,47
Ceratocephale loveni,-6.577,57.5
Ceratocephale loveni,-6.576,57.501
Ceratocephale abyssorum,-6.469,0.621
Ceratocephale abyssorum,-6.469,0.62
Ceratocephale loveni,-6.082,57.9
Ceratocephale abyssorum,-5.585,0.834
Ceratocephale abyssorum,-5.585,0.833
Ceratocephale abyssorum,-5.584,0.833
Ceratocephale abyssorum,-5.583,0.833
Ceratocephale abyssorum,-5.522,0.716
Ceratocephale abyssorum,-5.495,0.675
Ceratocephale loveni,-5.289,51.742
Ceratocephale loveni,-5.288,51.742
Ceratocephale loveni,-4.882,57.89
Ceratocephale loveni,-4.151,57.919
Ceratocephale loveni,-3.931,57.9
Ceratocephale loveni,-3.812,57.88
Ceratocephale loveni,-3.641,57.869
Ceratocephale loveni,-3.371,57.87
Ceratocephale abyssorum,-2.499,-0.221
Ceratocephale abyssorum,-2.479,-0.146
Ceratocephale abyssorum,-2.417,-0.001
Ceratocephale abyssorum,-2.343,-0.446
Ceratocephale abyssorum,-2.342,-0.446
Ceratocephale loveni,-0.956,58.578
Ceratocephale loveni,-0.858,58.589
Ceratocephale loveni,-0.825,58.67
Ceratocephale loveni,-0.64,58.671
Ceratocephale loveni,-0.626,58.475
Ceratocephale loveni,-0.564,58.559
Ceratocephale loveni,-0.533,58.6
Ceratocephale loveni,-0.51,58.524
Ceratocephale loveni,-0.5,60.25
Ceratocephale loveni,-0.5,59.25
Ceratocephale loveni,-0.461,58.802
Ceratocephale loveni,-0.457,58.489
Ceratocephale loveni,-0.403,58.453
Ceratocephale loveni,-0.318,58.902
Ceratocephale loveni,-0.3,58.31
Ceratocephale loveni,-0.297,58.383
Ceratocephale loveni,-0.231,59.053
Ceratocephale loveni,-0.221,59.038
Ceratocephale loveni,-0.212,58.39
Ceratocephale loveni,-0.145,58.433
Ceratocephale loveni,-0.139,58.422
Ceratocephale loveni,-0.134,58.42
Ceratocephale loveni,-0.122,58.435
Ceratocephale loveni,-0.114,58.433
Ceratocephale loveni,-0.076,59.018
Ceratocephale loveni,-0.073,58.109
Ceratocephale loveni,-0.048,58.817
Ceratocephale loveni,-0.019,58.519
Ceratocephale loveni,-0.009,59.075
Ceratocephale loveni,0,59.5
Ceratocephale loveni,0,58.5
Ceratocephale loveni,0,58
Ceratocephale loveni,0.003,57.888
Ceratocephale loveni,0.013,57.89
Ceratocephale loveni,0.019,57.869
Ceratocephale loveni,0.02,57.897
Ceratocephale loveni,0.032,57.905
Ceratocephale loveni,0.032,57.902
Ceratocephale loveni,0.046,57.916
Ceratocephale loveni,0.092,58.937
Ceratocephale loveni,0.099,57.94
Ceratocephale loveni,0.106,50.412
,0.106,50.412
,0.106,50.411
Ceratocephale loveni,0.107,57.867
Ceratocephale loveni,0.107,50.411
Ceratocephale loveni,0.108,50.411
Ceratocephale loveni,0.109,57.85
Ceratocephale loveni,0.118,57.86
Ceratocephale loveni,0.134,50.457
Ceratocephale loveni,0.136,50.456
Ceratocephale loveni,0.146,58.851
Ceratocephale loveni,0.163,50.466
,0.163,50.466
Ceratocephale loveni,0.163,50.412
,0.163,50.412
Ceratocephale loveni,0.164,50.465
Ceratocephale loveni,0.165,50.411
Ceratocephale loveni,0.178,58.489
Ceratocephale loveni,0.227,58.46
Ceratocephale loveni,0.238,58.46
Ceratocephale loveni,0.239,58.45
Ceratocephale loveni,0.247,58.45
Ceratocephale loveni,0.317,58.42
Ceratocephale loveni,0.338,58.42
Ceratocephale loveni,0.357,58.43
Ceratocephale loveni,0.5,59.417
Ceratocephale loveni,0.5,59.25
Ceratocephale loveni,0.5,58.25
Ceratocephale loveni,0.558,58.391
Ceratocephale loveni,0.583,58.15
Ceratocephale loveni,0.619,51.507
Ceratocephale loveni,0.628,58.09
Ceratocephale loveni,0.655,58.374
Ceratocephale loveni,0.688,58.1
Ceratocephale loveni,0.708,58.089
Ceratocephale loveni,0.76,58.215
Ceratocephale loveni,0.775,58.153
Ceratocephale loveni,0.818,57.719
Ceratocephale loveni,0.828,57.72
Ceratocephale loveni,0.829,58.811
Ceratocephale loveni,0.837,58.37
Ceratocephale loveni,0.837,58.33
Ceratocephale loveni,0.837,57.73
Ceratocephale loveni,0.838,58.36
Ceratocephale loveni,0.838,57.7
Ceratocephale loveni,0.848,57.72
Ceratocephale loveni,0.848,57.71
Ceratocephale loveni,0.869,57.72
Ceratocephale loveni,0.888,58.07
Ceratocephale loveni,0.898,58.029
Ceratocephale loveni,0.905,58.115
Ceratocephale loveni,0.905,58.012
Ceratocephale loveni,0.91,58.162
Ceratocephale loveni,0.951,58.134
Ceratocephale loveni,0.955,58.296
Ceratocephale loveni,0.959,58.3
Ceratocephale loveni,0.96,58.292
Ceratocephale loveni,0.963,58.229
Ceratocephale loveni,0.967,58.315
Ceratocephale loveni,0.97,58.276
Ceratocephale loveni,0.971,58.282
Ceratocephale loveni,0.972,58.296
Ceratocephale loveni,0.973,58.28
Ceratocephale loveni,0.976,58.315
Ceratocephale loveni,0.978,58.276
Ceratocephale loveni,0.98,58.296
Ceratocephale loveni,0.981,58.288
Ceratocephale loveni,0.986,58.277
Ceratocephale loveni,0.996,57.174
Ceratocephale loveni,0.997,57.174
Ceratocephale loveni,1.047,57.969
Ceratocephale loveni,1.068,58.361
Ceratocephale loveni,1.071,57.032
Ceratocephale loveni,1.077,58.08
Ceratocephale loveni,1.077,58.059
Ceratocephale loveni,1.078,58.049
Ceratocephale loveni,1.078,58.01
Ceratocephale loveni,1.079,58.104
Ceratocephale loveni,1.079,58.103
Ceratocephale loveni,1.08,58.081
Ceratocephale loveni,1.081,58.081
Ceratocephale loveni,1.081,58.069
Ceratocephale loveni,1.081,58.066
Ceratocephale loveni,1.082,58.051
Ceratocephale loveni,1.082,58.036
Ceratocephale loveni,1.105,57.032
Ceratocephale loveni,1.12,58.35
Ceratocephale loveni,1.128,58
Ceratocephale loveni,1.158,58.47
Ceratocephale loveni,1.158,57.959
Ceratocephale loveni,1.175,57.961
Ceratocephale loveni,1.198,57.99
Ceratocephale loveni,1.207,57.98
Ceratocephale loveni,1.209,58.39
Ceratocephale loveni,1.217,57.032
Ceratocephale loveni,1.229,58.33
Ceratocephale loveni,1.243,57.027
Ceratocephale loveni,1.248,58.469
Ceratocephale loveni,1.257,58.66
Ceratocephale loveni,1.258,58.5
Ceratocephale loveni,1.258,58.48
Ceratocephale loveni,1.258,58.459
Ceratocephale loveni,1.258,58.43
Ceratocephale loveni,1.259,58.47
Ceratocephale loveni,1.259,58.449
Ceratocephale loveni,1.268,58.66
Ceratocephale loveni,1.277,58.43
Ceratocephale loveni,1.277,58.409
Ceratocephale loveni,1.278,58.69
Ceratocephale loveni,1.278,58.64
Ceratocephale loveni,1.278,58.47
Ceratocephale loveni,1.278,58.419
Ceratocephale loveni,1.278,58.38
Ceratocephale loveni,1.282,58.69
Ceratocephale loveni,1.282,58.688
Ceratocephale loveni,1.282,58.684
Ceratocephale loveni,1.282,58.683
Ceratocephale loveni,1.282,58.682
Ceratocephale loveni,1.283,58.691
Ceratocephale loveni,1.283,58.688
Ceratocephale loveni,1.283,58.675
Ceratocephale loveni,1.283,58.674
Ceratocephale loveni,1.284,58.648
Ceratocephale loveni,1.284,58.647
Ceratocephale loveni,1.298,58.279
Ceratocephale loveni,1.307,58.349
Ceratocephale loveni,1.308,58.37
Ceratocephale loveni,1.308,58.36
Ceratocephale loveni,1.308,58.28
Ceratocephale loveni,1.308,58.259
Ceratocephale loveni,1.309,58.29
Ceratocephale loveni,1.318,58.28
Ceratocephale loveni,1.328,58.17
Ceratocephale loveni,1.337,58.119
Ceratocephale loveni,1.387,58.13
Ceratocephale loveni,1.388,58.1
Ceratocephale loveni,1.398,58.12
Ceratocephale loveni,1.417,58.089
Ceratocephale loveni,1.419,58.12
Ceratocephale loveni,1.42,56.988
Ceratocephale loveni,1.426,58.21
Ceratocephale loveni,1.452,56.957
Ceratocephale loveni,1.453,56.958
Ceratocephale loveni,1.454,56.958
Ceratocephale loveni,1.455,56.958
Ceratocephale loveni,1.46,56.959
Ceratocephale loveni,1.461,56.96
Ceratocephale loveni,1.462,56.96
Ceratocephale loveni,1.488,59.119
Ceratocephale loveni,1.49,56.966
Ceratocephale loveni,1.492,56.967
Ceratocephale loveni,1.492,56.966
Ceratocephale loveni,1.5,58.25
Ceratocephale loveni,1.508,58.15
Ceratocephale loveni,1.509,56.966
Ceratocephale loveni,1.51,58.12
Ceratocephale loveni,1.511,58.12
Ceratocephale loveni,1.517,58.889
Ceratocephale loveni,1.517,58.86
Ceratocephale loveni,1.518,58.87
Ceratocephale loveni,1.518,58.85
Ceratocephale loveni,1.54,58.367
Ceratocephale loveni,1.54,56.959
Ceratocephale loveni,1.545,58.366
Ceratocephale loveni,1.547,56.957
Ceratocephale loveni,1.548,58.364
Ceratocephale loveni,1.548,58.362
Ceratocephale loveni,1.55,58.371
Ceratocephale loveni,1.55,58.368
Ceratocephale loveni,1.55,56.98
Ceratocephale loveni,1.551,58.375
Ceratocephale loveni,1.551,56.98
Ceratocephale loveni,1.552,56.98
Ceratocephale loveni,1.553,58.366
Ceratocephale loveni,1.557,58.365
Ceratocephale loveni,1.579,56.988
Ceratocephale loveni,1.58,56.988
Ceratocephale loveni,1.581,56.989
Ceratocephale loveni,1.624,58.647
Ceratocephale loveni,1.633,58.646
Ceratocephale loveni,1.637,58.646
Ceratocephale loveni,1.639,58.637
Ceratocephale loveni,1.64,58.641
Ceratocephale loveni,1.641,58.644
Ceratocephale loveni,1.642,58.648
Ceratocephale loveni,1.643,58.65
Ceratocephale loveni,1.644,58.655
Ceratocephale loveni,1.647,58.663
Ceratocephale loveni,1.65,58.645
Ceratocephale loveni,1.655,58.716
Ceratocephale loveni,1.658,58.644
Ceratocephale loveni,1.662,58.708
Ceratocephale loveni,1.667,58.75
Ceratocephale loveni,1.669,58.714
Ceratocephale loveni,1.67,58.711
Ceratocephale loveni,1.675,58.643
Ceratocephale loveni,1.678,58.573
Ceratocephale loveni,1.682,58.708
Ceratocephale loveni,1.683,58.728
Ceratocephale loveni,1.687,58.572
Ceratocephale loveni,1.691,58.572
Ceratocephale loveni,1.693,58.563
Ceratocephale loveni,1.694,58.567
Ceratocephale loveni,1.695,58.569
Ceratocephale loveni,1.696,58.574
Ceratocephale loveni,1.697,58.576
Ceratocephale loveni,1.698,58.58
Ceratocephale loveni,1.699,58.419
Ceratocephale loveni,1.701,58.589
Ceratocephale loveni,1.704,58.571
Ceratocephale loveni,1.708,58.418
Ceratocephale loveni,1.711,58.497
Ceratocephale loveni,1.712,58.57
Ceratocephale loveni,1.712,58.418
Ceratocephale loveni,1.714,58.408
Ceratocephale loveni,1.715,58.413
Ceratocephale loveni,1.716,58.497
Ceratocephale loveni,1.716,58.415
Ceratocephale loveni,1.717,58.42
Ceratocephale loveni,1.718,58.422
Ceratocephale loveni,1.719,58.494
Ceratocephale loveni,1.72,58.499
Ceratocephale loveni,1.721,58.501
Ceratocephale loveni,1.721,58.417
Ceratocephale loveni,1.722,58.505
Ceratocephale loveni,1.724,58.496
Ceratocephale loveni,1.728,58.496
Ceratocephale loveni,1.729,58.569
,1.739,7.082
Ceratocephale loveni,1.757,57.027
Ceratocephale loveni,1.758,57.027
Ceratocephale loveni,1.759,57.027
Ceratocephale loveni,1.768,57.14
Ceratocephale loveni,1.768,57.13
Ceratocephale loveni,1.777,57.14
Ceratocephale loveni,1.778,57.15
Ceratocephale loveni,1.783,57.032
Ceratocephale loveni,1.784,57.032
Ceratocephale loveni,1.785,57.032
Ceratocephale loveni,1.795,56.956
Ceratocephale loveni,1.796,56.957
Ceratocephale loveni,1.797,56.957
Ceratocephale loveni,1.804,58.49
Ceratocephale loveni,1.832,57.017
Ceratocephale loveni,1.833,57.017
Ceratocephale loveni,1.836,57.006
Ceratocephale loveni,1.838,57.014
Ceratocephale loveni,1.839,57.014
Ceratocephale loveni,1.846,57.016
Ceratocephale loveni,1.846,57.015
Ceratocephale loveni,1.846,57.007
Ceratocephale loveni,1.847,57.007
Ceratocephale loveni,1.859,56.971
Ceratocephale loveni,1.86,56.971
Ceratocephale loveni,1.86,56.961
Ceratocephale loveni,1.865,56.965
Ceratocephale loveni,1.865,56.964
Ceratocephale loveni,1.871,56.972
Ceratocephale loveni,1.871,56.971
Ceratocephale loveni,1.871,56.968
Ceratocephale loveni,1.871,56.965
Ceratocephale loveni,1.872,56.968
Ceratocephale loveni,1.872,56.964
Ceratocephale loveni,1.895,57.032
Ceratocephale loveni,1.897,57.033
Ceratocephale loveni,1.908,56.751
Ceratocephale loveni,1.911,56.787
Ceratocephale loveni,1.928,57.032
Ceratocephale loveni,1.928,57.031
Ceratocephale loveni,1.93,57.032
Ceratocephale loveni,1.944,56.786
Ceratocephale loveni,1.946,56.804
Ceratocephale loveni,1.999,61.464
Ceratocephale loveni,2.018,53.53
Ceratocephale loveni,2.068,56.41
Ceratocephale loveni,2.075,61.588
Ceratocephale loveni,2.077,61.59
Ceratocephale loveni,2.077,56.51
Ceratocephale loveni,2.108,61.377
Ceratocephale loveni,2.125,61.275
Ceratocephale loveni,2.128,61.455
Ceratocephale loveni,2.128,56.47
Ceratocephale loveni,2.129,61.39
Ceratocephale loveni,2.137,56.48
Ceratocephale loveni,2.138,61.45
Ceratocephale loveni,2.138,61.447
Ceratocephale loveni,2.138,56.49
Ceratocephale loveni,2.145,61.527
Ceratocephale loveni,2.145,61.45
Ceratocephale loveni,2.145,61.447
Ceratocephale loveni,2.146,61.527
Ceratocephale loveni,2.146,61.447
Ceratocephale loveni,2.147,56.48
Ceratocephale loveni,2.148,61.452
Ceratocephale loveni,2.148,61.446
Ceratocephale loveni,2.148,56.49
Ceratocephale loveni,2.155,61.443
Ceratocephale loveni,2.157,56.5
Ceratocephale loveni,2.158,56.49
Ceratocephale loveni,2.158,56.48
Ceratocephale loveni,2.163,56.852
Ceratocephale loveni,2.164,56.852
Ceratocephale loveni,2.167,56.5
Ceratocephale loveni,2.168,59.023
Ceratocephale loveni,2.17,59.024
Ceratocephale loveni,2.17,56.852
Ceratocephale loveni,2.172,61.525
Ceratocephale loveni,2.188,56.53
Ceratocephale loveni,2.191,61.526
Ceratocephale loveni,2.191,61.525
Ceratocephale loveni,2.2,61.525
Ceratocephale loveni,2.205,61.525
Ceratocephale loveni,2.209,61.543
Ceratocephale loveni,2.21,61.534
Ceratocephale loveni,2.21,61.529
Ceratocephale loveni,2.21,61.527
Ceratocephale loveni,2.21,61.516
Ceratocephale loveni,2.21,61.507
Ceratocephale loveni,2.211,61.518
Ceratocephale loveni,2.218,61.492
Ceratocephale loveni,2.218,56.47
Ceratocephale loveni,2.219,61.525
Ceratocephale loveni,2.221,61.484
Ceratocephale loveni,2.225,61.5
Ceratocephale loveni,2.225,61.476
Ceratocephale loveni,2.225,59.663
Ceratocephale loveni,2.228,61.49
Ceratocephale loveni,2.228,61.487
Ceratocephale loveni,2.229,61.525
Ceratocephale loveni,2.229,59.664
Ceratocephale loveni,2.229,59.572
Ceratocephale loveni,2.231,61.492
Ceratocephale loveni,2.231,61.486
Ceratocephale loveni,2.237,61.512
Ceratocephale loveni,2.238,61.495
Ceratocephale loveni,2.238,61.483
Ceratocephale loveni,2.247,61.525
Ceratocephale loveni,2.251,61.476
Ceratocephale loveni,2.256,59.785
Ceratocephale loveni,2.257,59.785
Ceratocephale loveni,2.259,61.092
Ceratocephale loveni,2.261,59.014
Ceratocephale loveni,2.262,59.015
Ceratocephale loveni,2.264,61.5
Ceratocephale loveni,2.282,61.49
Ceratocephale loveni,2.283,61.49
Ceratocephale loveni,2.286,59.648
Ceratocephale loveni,2.332,60.333
Ceratocephale loveni,2.333,60.333
Ceratocephale loveni,2.341,59.438
Ceratocephale loveni,2.357,59.889
Ceratocephale loveni,2.363,59.888
Ceratocephale loveni,2.364,61.446
Ceratocephale loveni,2.371,59.921
Ceratocephale loveni,2.384,59.189
Ceratocephale loveni,2.391,59.959
Ceratocephale loveni,2.395,57.543
Ceratocephale loveni,2.43,61.393
Ceratocephale loveni,2.441,61.364
,2.441,61.364
Ceratocephale loveni,2.443,61.369
Ceratocephale loveni,2.448,61.376
,2.448,61.376
Ceratocephale loveni,2.449,61.366
,2.449,61.366
Ceratocephale loveni,2.45,61.374
Ceratocephale loveni,2.452,61.372
Ceratocephale loveni,2.455,61.37
Ceratocephale loveni,2.459,61.365
Ceratocephale loveni,2.46,61.366
,2.46,61.366
Ceratocephale loveni,2.46,61.364
Ceratocephale loveni,2.461,61.369
Ceratocephale loveni,2.461,61.366
Ceratocephale loveni,2.462,61.364
Ceratocephale loveni,2.464,61.362
Ceratocephale loveni,2.465,61.37
Ceratocephale loveni,2.466,61.367
Ceratocephale loveni,2.467,61.369
Ceratocephale loveni,2.467,61.361
Ceratocephale loveni,2.467,61.36
Ceratocephale loveni,2.469,61.359
Ceratocephale loveni,2.476,61.37
Ceratocephale loveni,2.476,61.367
Ceratocephale loveni,2.476,61.353
Ceratocephale loveni,2.477,61.351
Ceratocephale loveni,2.537,57.91
Ceratocephale loveni,2.549,61.428
Ceratocephale loveni,2.557,61.443
Ceratocephale loveni,2.558,61.429
Ceratocephale loveni,2.56,61.439
Ceratocephale loveni,2.562,61.43
Ceratocephale loveni,2.563,61.435
Ceratocephale loveni,2.564,59.736
,2.564,59.736
Ceratocephale loveni,2.565,61.433
Ceratocephale loveni,2.565,59.726
Ceratocephale loveni,2.568,61.428
Ceratocephale loveni,2.569,61.426
Ceratocephale loveni,2.571,61.431
Ceratocephale loveni,2.572,61.422
Ceratocephale loveni,2.574,61.418
Ceratocephale loveni,2.575,61.432
Ceratocephale loveni,2.593,61.435
Ceratocephale loveni,2.606,60.459
Ceratocephale loveni,2.64,61.669
Ceratocephale loveni,2.661,61.353
Ceratocephale loveni,2.749,56.499
Ceratocephale loveni,2.774,60.605
Ceratocephale loveni,2.774,57.148
Ceratocephale loveni,2.779,61.803
Ceratocephale loveni,2.779,61.797
Ceratocephale loveni,2.789,61.799
Ceratocephale loveni,2.792,61.804
Ceratocephale loveni,2.798,57.89
Ceratocephale loveni,2.799,61.794
Ceratocephale loveni,2.812,61.788
Ceratocephale loveni,2.829,60.49
Ceratocephale loveni,2.941,60.703
Ceratocephale loveni,2.941,60.697
Ceratocephale loveni,2.947,60.706
,2.947,60.706
,2.96,60.713
Ceratocephale loveni,2.96,60.687
Ceratocephale abyssorum,2.994,-19.971
Ceratocephale abyssorum,2.996,-19.971
Ceratocephale loveni,3.05,60.538
Ceratocephale loveni,3.18,57.124
Ceratocephale abyssorum,3.299,-22.332
Ceratocephale abyssorum,3.306,-22.333
Ceratocephale loveni,3.332,61
Ceratocephale loveni,3.333,61
Ceratocephale loveni,3.352,61.261
Ceratocephale loveni,3.357,61.263
Ceratocephale loveni,3.358,61.259
Ceratocephale loveni,3.358,61.257
Ceratocephale loveni,3.358,60.672
Ceratocephale loveni,3.359,61.252
Ceratocephale loveni,3.359,60.673
Ceratocephale loveni,3.362,61.261
Ceratocephale loveni,3.366,61.37
Ceratocephale loveni,3.367,56.326
Ceratocephale loveni,3.371,61.37
Ceratocephale loveni,3.374,61.375
Ceratocephale loveni,3.376,61.368
Ceratocephale loveni,3.377,61.362
Ceratocephale loveni,3.38,61.371
Ceratocephale loveni,3.385,61.371
Ceratocephale loveni,3.423,60.704
Ceratocephale loveni,3.424,60.764
Ceratocephale loveni,3.427,60.767
Ceratocephale loveni,3.428,60.758
Ceratocephale loveni,3.431,61.173
Ceratocephale loveni,3.433,60.783
Ceratocephale loveni,3.433,60.744
Ceratocephale loveni,3.435,61.173
Ceratocephale loveni,3.435,60.772
Ceratocephale loveni,3.439,61.178
Ceratocephale loveni,3.439,61.176
Ceratocephale loveni,3.439,60.795
Ceratocephale loveni,3.439,60.753
Ceratocephale loveni,3.44,60.769
Ceratocephale loveni,3.44,60.75
Ceratocephale loveni,3.441,61.169
Ceratocephale loveni,3.441,61.164
Ceratocephale loveni,3.441,60.853
Ceratocephale loveni,3.441,60.773
Ceratocephale loveni,3.441,60.752
Ceratocephale loveni,3.442,60.859
Ceratocephale loveni,3.442,60.773
Ceratocephale loveni,3.442,60.756
Ceratocephale loveni,3.443,60.754
Ceratocephale loveni,3.443,60.751
Ceratocephale loveni,3.444,61.174
Ceratocephale loveni,3.444,60.864
