family,genus,species,Longitude,Latitude
Nereididae,Alitta,Alitta succinea,-82.64,27.922
Nereididae,Alitta,Alitta succinea,-82.635,27.943
Nereididae,Alitta,Alitta succinea,-82.633,27.908
Nereididae,Alitta,Alitta succinea,-82.629,27.632
Nereididae,Alitta,Alitta succinea,-82.624,27.741
Nereididae,Alitta,Alitta succinea,-82.621,25.95
Nereididae,Alitta,Alitta succinea,-82.62,27.624
Nereididae,Alitta,Alitta succinea,-82.618,27.585
Nereididae,Alitta,Alitta succinea,-82.609,27.895
Nereididae,Alitta,Alitta succinea,-82.607,27.87
Nereididae,Alitta,Alitta succinea,-82.605,27.529
Nereididae,Alitta,Alitta succinea,-82.596,28
Nereididae,Alitta,Alitta succinea,-82.593,27.701
Nereididae,Alitta,Alitta succinea,-82.592,27.974
Nereididae,Alitta,Alitta succinea,-82.585,27.826
Nereididae,Alitta,Alitta succinea,-82.584,27.697
Nereididae,Alitta,Alitta succinea,-82.578,27.939
Nereididae,Alitta,Alitta succinea,-82.575,27.959
Nereididae,Alitta,Alitta succinea,-82.573,27.611
Nereididae,Alitta,Alitta succinea,-82.573,27.723
Nereididae,Alitta,Alitta succinea,-82.565,27.573
Nereididae,Alitta,Alitta succinea,-82.56,27.607
Nereididae,Alitta,Alitta succinea,-82.55,27.767
Nereididae,Alitta,Alitta succinea,-82.549,27.894
Nereididae,Alitta,Alitta succinea,-82.544,27.679
Nereididae,Alitta,Alitta succinea,-82.539,27.865
Nereididae,Alitta,Alitta succinea,-82.533,27.667
Nereididae,Alitta,Alitta succinea,-82.531,27.825
Nereididae,Alitta,Alitta succinea,-82.525,26.009
Nereididae,Alitta,Alitta succinea,-82.52,27.782
Nereididae,Alitta,Alitta succinea,-82.483,27.909
Nereididae,Alitta,Alitta succinea,-82.481,27.865
Nereididae,Alitta,Alitta succinea,-82.48,27.781
Nereididae,Alitta,Alitta succinea,-82.465,27.819
Nereididae,Alitta,Alitta succinea,-82.461,27.888
Nereididae,Alitta,Alitta succinea,-82.456,27.819
Nereididae,Alitta,Alitta succinea,-82.452,27.888
Nereididae,Alitta,Alitta succinea,-82.435,27.906
Nereididae,Alitta,Alitta succinea,-82.434,27.897
Nereididae,Alitta,Alitta succinea,-82.433,27.779
Nereididae,Alitta,Alitta succinea,-82.43,27.931
Nereididae,Alitta,Alitta succinea,-82.417,26.417
Nereididae,Alitta,Alitta succinea,-82.417,26.416
Nereididae,Alitta,Alitta succinea,-82.405,27.816
Nereididae,Alitta,Alitta succinea,-82.317,26.717
Nereididae,Alitta,Alitta succinea,-82.287,25.511
Nereididae,Alitta,Alitta succinea,-82.253,26.417
Nereididae,Alitta,Alitta succinea,-82.25,26.417
Nereididae,Alitta,Alitta succinea,-82.25,26.5
Nereididae,Alitta,Alitta succinea,-82.06,26.861
Nereididae,Alitta,Alitta succinea,-82.058,25.09
Nereididae,Alitta,Alitta succinea,-82,27
Nereididae,Alitta,Alitta succinea,-81.879,31.216
Nereididae,Alitta,Alitta succinea,-81.859,25.338
Nereididae,Alitta,Alitta succinea,-81.714,24.81
Nereididae,Alitta,Alitta succinea,-81.699,30.149
Nereididae,Alitta,Alitta succinea,-81.697,30.264
Nereididae,Alitta,Alitta succinea,-81.655,30.391
Nereididae,Alitta,Alitta succinea,-81.635,31.107
Nereididae,Alitta,Alitta succinea,-81.622,30.376
Nereididae,Alitta,Alitta succinea,-81.62,30.36
Nereididae,Alitta,Alitta succinea,-81.579,30.856
Nereididae,Alitta,Alitta succinea,-81.579,30.864
Nereididae,Alitta,Alitta succinea,-81.573,30.733
Nereididae,Alitta,Alitta succinea,-81.57,31.154
Nereididae,Alitta,Alitta succinea,-81.562,30.384
Nereididae,Alitta,Alitta succinea,-81.562,30.383
Nereididae,Alitta,Alitta succinea,-81.561,30.383
Nereididae,Alitta,Alitta succinea,-81.559,30.722
Nereididae,Alitta,Alitta succinea,-81.547,30.72
Nereididae,Alitta,Alitta succinea,-81.541,30.884
Nereididae,Alitta,Alitta succinea,-81.539,30.425
Nereididae,Alitta,Alitta succinea,-81.53,31.079
Nereididae,Alitta,Alitta succinea,-81.526,31.056
Nereididae,Alitta,Alitta succinea,-81.525,31.183
Nereididae,Alitta,Alitta succinea,-81.524,31.074
Nereididae,Alitta,Alitta succinea,-81.522,31.189
Nereididae,Alitta,Alitta succinea,-81.519,30.988
Nereididae,Alitta,Alitta succinea,-81.508,30.434
Nereididae,Alitta,Alitta succinea,-81.507,30.434
Nereididae,Alitta,Alitta succinea,-81.507,30.567
Nereididae,Alitta,Alitta succinea,-81.497,30.863
Nereididae,Alitta,Alitta succinea,-81.49,30.987
Nereididae,Alitta,Alitta succinea,-81.488,30.768
Nereididae,Alitta,Alitta succinea,-81.479,30.739
Nereididae,Alitta,Alitta succinea,-81.475,30.774
Nereididae,Alitta,Alitta succinea,-81.472,24.677
Nereididae,Alitta,Alitta succinea,-81.47,30.711
Nereididae,Alitta,Alitta succinea,-81.462,30.927
Nereididae,Alitta,Alitta succinea,-81.461,30.394
Nereididae,Alitta,Alitta succinea,-81.461,31.182
Nereididae,Alitta,Alitta succinea,-81.457,31.043
Nereididae,Alitta,Alitta succinea,-81.451,31.106
Nereididae,Alitta,Alitta succinea,-81.428,30.982
Nereididae,Alitta,Alitta succinea,-81.422,31.239
Nereididae,Alitta,Alitta succinea,-81.421,31.138
Nereididae,Alitta,Alitta succinea,-81.418,30.99
Nereididae,Alitta,Alitta succinea,-81.355,31.292
Nereididae,Alitta,Alitta succinea,-81.352,31.412
Nereididae,Alitta,Alitta succinea,-81.347,31.825
Nereididae,Alitta,Alitta succinea,-81.343,31.333
Nereididae,Alitta,Alitta succinea,-81.341,31.321
Nereididae,Alitta,Alitta succinea,-81.336,30.062
Nereididae,Alitta,Alitta succinea,-81.326,31.543
Nereididae,Alitta,Alitta succinea,-81.325,31.239
Nereididae,Alitta,Alitta succinea,-81.323,31.488
Nereididae,Alitta,Alitta succinea,-81.31,30.346
Nereididae,Alitta,Alitta succinea,-81.309,31.276
Nereididae,Alitta,Alitta succinea,-81.303,30.364
Nereididae,Alitta,Alitta succinea,-81.302,31.453
Nereididae,Alitta,Alitta succinea,-81.299,31.415
Nereididae,Alitta,Alitta succinea,-81.295,31.42
Nereididae,Alitta,Alitta succinea,-81.295,31.486
Nereididae,Alitta,Alitta succinea,-81.295,31.423
Nereididae,Alitta,Alitta succinea,-81.295,31.458
Nereididae,Alitta,Alitta succinea,-81.294,31.39
Nereididae,Alitta,Alitta succinea,-81.294,31.426
Nereididae,Alitta,Alitta succinea,-81.294,31.493
Nereididae,Alitta,Alitta succinea,-81.291,31.477
Nereididae,Alitta,Alitta succinea,-81.289,31.443
Nereididae,Alitta,Alitta succinea,-81.287,30.339
Nereididae,Alitta,Alitta succinea,-81.286,31.446
Nereididae,Alitta,Alitta succinea,-81.283,31.472
Nereididae,Alitta,Alitta succinea,-81.283,31.436
Nereididae,Alitta,Alitta succinea,-81.283,31.456
Nereididae,Alitta,Alitta succinea,-81.282,31.469
Nereididae,Alitta,Alitta succinea,-81.281,31.455
Nereididae,Alitta,Alitta succinea,-81.28,31.467
Nereididae,Alitta,Alitta succinea,-81.28,31.309
Nereididae,Alitta,Alitta succinea,-81.278,31.46
Nereididae,Alitta,Alitta succinea,-81.278,29.808
Nereididae,Alitta,Alitta succinea,-81.278,31.7
Nereididae,Alitta,Alitta succinea,-81.277,31.461
Nereididae,Alitta,Alitta succinea,-81.276,31.93
Nereididae,Alitta,Alitta succinea,-81.271,31.482
Nereididae,Alitta,Alitta succinea,-81.265,31.317
Nereididae,Alitta,Alitta succinea,-81.262,31.37
Nereididae,Alitta,Alitta succinea,-81.262,31.517
Nereididae,Alitta,Alitta succinea,-81.255,29.756
Nereididae,Alitta,Alitta succinea,-81.247,31.605
Nereididae,Alitta,Alitta succinea,-81.228,29.665
Nereididae,Alitta,Alitta succinea,-81.226,31.68
Nereididae,Alitta,Alitta succinea,-81.223,31.574
Nereididae,Alitta,Alitta succinea,-81.216,29.67
Nereididae,Alitta,Alitta succinea,-81.202,31.772
Nereididae,Alitta,Alitta succinea,-81.202,31.692
Nereididae,Alitta,Alitta succinea,-81.198,31.902
Nereididae,Alitta,Alitta succinea,-81.191,31.547
Nereididae,Alitta,Alitta succinea,-81.169,31.958
Nereididae,Alitta,Alitta succinea,-81.164,31.722
Nereididae,Alitta,Alitta succinea,-81.158,31.531
Nereididae,Alitta,Alitta succinea,-81.157,31.532
Nereididae,Alitta,Alitta succinea,-81.154,31.719
Nereididae,Alitta,Alitta succinea,-81.154,31.839
Nereididae,Alitta,Alitta succinea,-81.148,31.796
Nereididae,Alitta,Alitta succinea,-81.143,31.815
Nereididae,Alitta,Alitta succinea,-81.135,31.912
Nereididae,Alitta,Alitta succinea,-81.131,31.2
Nereididae,Alitta,Alitta succinea,-81.104,31.852
Nereididae,Alitta,Alitta succinea,-81.103,31.864
Nereididae,Alitta,Alitta succinea,-81.09,31.922
Nereididae,Alitta,Alitta succinea,-81.081,31.951
Nereididae,Alitta,Alitta succinea,-81.067,25.065
Nereididae,Alitta,Alitta succinea,-81.05,29.451
Nereididae,Alitta,Alitta succinea,-81.048,32.085
Nereididae,Alitta,Alitta succinea,-81.01,32.099
Nereididae,Alitta,Alitta succinea,-81.004,32.126
Nereididae,Alitta,Alitta succinea,-81.003,32.093
Nereididae,Alitta,Alitta succinea,-80.987,32.076
Nereididae,Alitta,Alitta succinea,-80.986,31.951
Nereididae,Alitta,Alitta succinea,-80.984,31.979
Nereididae,Alitta,Alitta succinea,-80.97,32.07
Nereididae,Alitta,Alitta succinea,-80.967,32.15
Nereididae,Alitta,Alitta succinea,-80.952,32.156
Nereididae,Alitta,Alitta succinea,-80.929,32.288
Nereididae,Alitta,Alitta succinea,-80.929,32.289
Nereididae,Alitta,Alitta succinea,-80.926,32.3
Nereididae,Alitta,Alitta succinea,-80.926,32.224
Nereididae,Alitta,Alitta succinea,-80.917,32.312
Nereididae,Alitta,Alitta succinea,-80.916,32.217
Nereididae,Alitta,Alitta succinea,-80.915,32.09
Nereididae,Alitta,Alitta succinea,-80.913,32.312
Nereididae,Alitta,Alitta succinea,-80.912,32.319
Nereididae,Alitta,Alitta succinea,-80.904,32.227
Nereididae,Alitta,Alitta succinea,-80.887,32.142
Nereididae,Alitta,Alitta succinea,-80.88,32.08
Nereididae,Alitta,Alitta succinea,-80.878,32.213
Nereididae,Alitta,Alitta succinea,-80.867,32.162
Nereididae,Alitta,Alitta succinea,-80.862,32.434
Nereididae,Alitta,Alitta succinea,-80.86,32.223
Nereididae,Alitta,Alitta succinea,-80.85,32.309
Nereididae,Alitta,Alitta succinea,-80.85,32.494
Nereididae,Alitta,Alitta succinea,-80.849,31.917
Nereididae,Alitta,Alitta succinea,-80.843,32.158
Nereididae,Alitta,Alitta succinea,-80.836,32.474
Nereididae,Alitta,Alitta succinea,-80.834,32.551
Nereididae,Alitta,Alitta succinea,-80.829,32.132
Nereididae,Alitta,Alitta succinea,-80.825,32.499
Nereididae,Alitta,Alitta succinea,-80.824,32.425
Nereididae,Alitta,Alitta succinea,-80.822,32.205
Nereididae,Alitta,Alitta succinea,-80.822,32.221
Nereididae,Alitta,Alitta succinea,-80.819,32.524
Nereididae,Alitta,Alitta succinea,-80.813,32.154
Nereididae,Alitta,Alitta succinea,-80.808,32.222
Nereididae,Alitta,Alitta succinea,-80.805,32.444
Nereididae,Alitta,Alitta succinea,-80.804,32.309
Nereididae,Alitta,Alitta succinea,-80.802,32.301
Nereididae,Alitta,Alitta succinea,-80.8,32.495
Nereididae,Alitta,Alitta succinea,-80.796,32.262
Nereididae,Alitta,Alitta succinea,-80.794,32.528
Nereididae,Alitta,Alitta succinea,-80.784,32.176
Nereididae,Alitta,Alitta succinea,-80.784,32.223
Nereididae,Alitta,Alitta succinea,-80.783,32.327
Nereididae,Alitta,Alitta succinea,-80.771,32.317
Nereididae,Alitta,Alitta succinea,-80.758,32.506
Nereididae,Alitta,Alitta succinea,-80.749,32.285
Nereididae,Alitta,Alitta succinea,-80.749,32.284
Nereididae,Alitta,Alitta succinea,-80.741,32.446
Nereididae,Alitta,Alitta succinea,-80.74,32.446
Nereididae,Alitta,Alitta succinea,-80.739,28.463
Nereididae,Alitta,Alitta succinea,-80.739,32.446
Nereididae,Alitta,Alitta succinea,-80.738,32.446
Nereididae,Alitta,Alitta succinea,-80.737,32.446
Nereididae,Alitta,Alitta succinea,-80.733,32.186
Nereididae,Alitta,Alitta succinea,-80.727,32.516
Nereididae,Alitta,Alitta succinea,-80.724,32.449
Nereididae,Alitta,Alitta succinea,-80.722,32.445
Nereididae,Alitta,Alitta succinea,-80.718,32.45
Nereididae,Alitta,Alitta succinea,-80.711,32.447
Nereididae,Alitta,Alitta succinea,-80.706,32.378
Nereididae,Alitta,Alitta succinea,-80.7,32.453
Nereididae,Alitta,Alitta succinea,-80.685,28.294
Nereididae,Alitta,Alitta succinea,-80.682,32.412
Nereididae,Alitta,Alitta succinea,-80.681,28.368
Nereididae,Alitta,Alitta succinea,-80.675,28.257
Nereididae,Alitta,Alitta succinea,-80.67,32.593
Nereididae,Alitta,Alitta succinea,-80.655,32.502
Nereididae,Alitta,Alitta succinea,-80.652,32.421
Nereididae,Alitta,Alitta succinea,-80.648,32.296
Nereididae,Alitta,Alitta succinea,-80.64,32.387
Nereididae,Alitta,Alitta succinea,-80.639,28.426
Nereididae,Alitta,Alitta succinea,-80.619,28.161
Nereididae,Alitta,Alitta succinea,-80.618,28.142
Nereididae,Alitta,Alitta succinea,-80.618,32.472
Nereididae,Alitta,Alitta succinea,-80.617,28.197
Nereididae,Alitta,Alitta succinea,-80.606,32.511
Nereididae,Alitta,Alitta succinea,-80.604,32.406
Nereididae,Alitta,Alitta succinea,-80.603,32.423
Nereididae,Alitta,Alitta succinea,-80.601,32.421
Nereididae,Alitta,Alitta succinea,-80.601,32.54
Nereididae,Alitta,Alitta succinea,-80.601,32.433
Nereididae,Alitta,Alitta succinea,-80.598,32.415
Nereididae,Alitta,Alitta succinea,-80.595,32.507
Nereididae,Alitta,Alitta succinea,-80.59,32.279
Nereididae,Alitta,Alitta succinea,-80.586,32.519
Nereididae,Alitta,Alitta succinea,-80.58,32.334
Nereididae,Alitta,Alitta succinea,-80.579,32.313
Nereididae,Alitta,Alitta succinea,-80.578,32.521
Nereididae,Alitta,Alitta succinea,-80.576,32.496
Nereididae,Alitta,Alitta succinea,-80.572,32.42
Nereididae,Alitta,Alitta succinea,-80.563,32.29
Nereididae,Alitta,Alitta succinea,-80.557,32.306
Nereididae,Alitta,Alitta succinea,-80.555,32.486
Nereididae,Alitta,Alitta succinea,-80.552,27.995
Nereididae,Alitta,Alitta succinea,-80.542,32.395
Nereididae,Alitta,Alitta succinea,-80.541,32.395
Nereididae,Alitta,Alitta succinea,-80.541,32.397
Nereididae,Alitta,Alitta succinea,-80.535,27.993
Nereididae,Alitta,Alitta succinea,-80.534,27.994
Nereididae,Alitta,Alitta succinea,-80.53,32.487
Nereididae,Alitta,Alitta succinea,-80.516,27.918
Nereididae,Alitta,Alitta succinea,-80.514,32.578
Nereididae,Alitta,Alitta succinea,-80.508,32.472
Nereididae,Alitta,Alitta succinea,-80.503,27.897
Nereididae,Alitta,Alitta succinea,-80.501,32.352
Nereididae,Alitta,Alitta succinea,-80.484,32.607
Nereididae,Alitta,Alitta succinea,-80.482,32.342
Nereididae,Alitta,Alitta succinea,-80.47,32.474
Nereididae,Alitta,Alitta succinea,-80.462,27.857
Nereididae,Alitta,Alitta succinea,-80.461,27.828
Nereididae,Alitta,Alitta succinea,-80.46,32.371
Nereididae,Alitta,Alitta succinea,-80.449,32.588
Nereididae,Alitta,Alitta succinea,-80.445,32.458
Nereididae,Alitta,Alitta succinea,-80.391,32.513
Nereididae,Alitta,Alitta succinea,-80.377,32.505
Nereididae,Alitta,Alitta succinea,-80.362,32.637
Nereididae,Alitta,Alitta succinea,-80.358,32.5
Nereididae,Alitta,Alitta succinea,-80.335,32.536
Nereididae,Alitta,Alitta succinea,-80.332,32.618
Nereididae,Alitta,Alitta succinea,-80.329,32.48
Nereididae,Alitta,Alitta succinea,-80.325,32.493
Nereididae,Alitta,Alitta succinea,-80.32,27.241
Nereididae,Alitta,Alitta succinea,-80.315,29.588
Nereididae,Alitta,Alitta succinea,-80.311,32.522
Nereididae,Alitta,Alitta succinea,-80.306,27.235
Nereididae,Alitta,Alitta succinea,-80.306,27.178
Nereididae,Alitta,Alitta succinea,-80.306,32.504
Nereididae,Alitta,Alitta succinea,-80.299,27.468
Nereididae,Alitta,Alitta succinea,-80.287,27.228
Nereididae,Alitta,Alitta succinea,-80.285,25.47
Nereididae,Alitta,Alitta succinea,-80.284,27.217
Nereididae,Alitta,Alitta succinea,-80.274,32.607
Nereididae,Alitta,Alitta succinea,-80.265,27.178
Nereididae,Alitta,Alitta succinea,-80.263,25.064
Nereididae,Alitta,Alitta succinea,-80.26,27.173
Nereididae,Alitta,Alitta succinea,-80.257,27.209
Nereididae,Alitta,Alitta succinea,-80.257,27.204
Nereididae,Alitta,Alitta succinea,-80.256,32.646
Nereididae,Alitta,Alitta succinea,-80.254,27.169
Nereididae,Alitta,Alitta succinea,-80.242,32.602
Nereididae,Alitta,Alitta succinea,-80.235,27.216
Nereididae,Alitta,Alitta succinea,-80.232,32.681
Nereididae,Alitta,Alitta succinea,-80.223,25.632
Nereididae,Alitta,Alitta succinea,-80.209,32.651
Nereididae,Alitta,Alitta succinea,-80.199,25.778
Nereididae,Alitta,Alitta succinea,-80.191,25.644
Nereididae,Alitta,Alitta succinea,-80.183,25.752
Nereididae,Alitta,Alitta succinea,-80.178,25.802
Nereididae,Alitta,Alitta succinea,-80.166,32.615
Nereididae,Alitta,Alitta succinea,-80.152,25.8
Nereididae,Alitta,Alitta succinea,-80.147,25.803
Nereididae,Alitta,Alitta succinea,-80.129,32.786
Nereididae,Alitta,Alitta succinea,-80.085,32.633
Nereididae,Alitta,Alitta succinea,-80.081,32.787
Nereididae,Alitta,Alitta succinea,-80.049,32.85
Nereididae,Alitta,Alitta succinea,-80.045,26.783
Nereididae,Alitta,Alitta succinea,-80.033,32.825
Nereididae,Alitta,Alitta succinea,-80.033,32.819
Nereididae,Alitta,Alitta succinea,-80.032,32.823
Nereididae,Alitta,Alitta succinea,-80.032,32.825
Nereididae,Alitta,Alitta succinea,-80.031,32.827
Nereididae,Alitta,Alitta succinea,-80.031,32.821
Nereididae,Alitta,Alitta succinea,-80.031,32.828
Nereididae,Alitta,Alitta succinea,-80.028,32.827
Nereididae,Alitta,Alitta succinea,-80.027,32.83
Nereididae,Alitta,Alitta succinea,-80.024,32.827
Nereididae,Alitta,Alitta succinea,-80.021,32.826
Nereididae,Alitta,Alitta succinea,-80.021,32.825
Nereididae,Alitta,Alitta succinea,-80.004,32.835
Nereididae,Alitta,Alitta succinea,-80,32.734
Nereididae,Alitta,Alitta succinea,-79.987,32.815
Nereididae,Alitta,Alitta succinea,-79.985,32.814
Nereididae,Alitta,Alitta succinea,-79.984,32.814
Nereididae,Alitta,Alitta succinea,-79.984,32.813
Nereididae,Alitta,Alitta succinea,-79.981,32.743
Nereididae,Alitta,Alitta succinea,-79.981,32.745
Nereididae,Alitta,Alitta succinea,-79.98,32.742
Nereididae,Alitta,Alitta succinea,-79.98,32.746
Nereididae,Alitta,Alitta succinea,-79.978,32.816
Nereididae,Alitta,Alitta succinea,-79.978,32.813
Nereididae,Alitta,Alitta succinea,-79.977,32.81
Nereididae,Alitta,Alitta succinea,-79.977,32.803
Nereididae,Alitta,Alitta succinea,-79.977,32.805
Nereididae,Alitta,Alitta succinea,-79.975,32.817
Nereididae,Alitta,Alitta succinea,-79.975,32.816
Nereididae,Alitta,Alitta succinea,-79.974,32.815
Nereididae,Alitta,Alitta succinea,-79.973,32.815
Nereididae,Alitta,Alitta succinea,-79.971,32.744
Nereididae,Alitta,Alitta succinea,-79.967,32.745
Nereididae,Alitta,Alitta succinea,-79.966,32.66
Nereididae,Alitta,Alitta succinea,-79.965,32.785
Nereididae,Alitta,Alitta succinea,-79.962,32.815
Nereididae,Alitta,Alitta succinea,-79.962,32.784
Nereididae,Alitta,Alitta succinea,-79.959,9.365
Nereididae,Alitta,Alitta succinea,-79.959,32.733
Nereididae,Alitta,Alitta succinea,-79.958,32.733
Nereididae,Alitta,Alitta succinea,-79.957,32.733
Nereididae,Alitta,Alitta succinea,-79.955,32.9
Nereididae,Alitta,Alitta succinea,-79.955,32.738
Nereididae,Alitta,Alitta succinea,-79.953,32.735
Nereididae,Alitta,Alitta succinea,-79.953,32.744
Nereididae,Alitta,Alitta succinea,-79.952,32.745
Nereididae,Alitta,Alitta succinea,-79.944,32.804
Nereididae,Alitta,Alitta succinea,-79.944,32.756
Nereididae,Alitta,Alitta succinea,-79.942,32.805
Nereididae,Alitta,Alitta succinea,-79.941,32.807
Nereididae,Alitta,Alitta succinea,-79.941,32.806
Nereididae,Alitta,Alitta succinea,-79.941,32.805
Nereididae,Alitta,Alitta succinea,-79.94,32.836
Nereididae,Alitta,Alitta succinea,-79.94,32.806
Nereididae,Alitta,Alitta succinea,-79.939,32.806
Nereididae,Alitta,Alitta succinea,-79.939,32.716
Nereididae,Alitta,Alitta succinea,-79.938,32.805
Nereididae,Alitta,Alitta succinea,-79.937,32.805
Nereididae,Alitta,Alitta succinea,-79.935,32.898
Nereididae,Alitta,Alitta succinea,-79.927,32.729
Nereididae,Alitta,Alitta succinea,-79.926,32.729
Nereididae,Alitta,Alitta succinea,-79.925,32.72
Nereididae,Alitta,Alitta succinea,-79.923,32.731
Nereididae,Alitta,Alitta succinea,-79.922,32.731
Nereididae,Alitta,Alitta succinea,-79.922,32.865
Nereididae,Alitta,Alitta succinea,-79.922,32.699
Nereididae,Alitta,Alitta succinea,-79.921,32.731
Nereididae,Alitta,Alitta succinea,-79.92,32.731
Nereididae,Alitta,Alitta succinea,-79.916,32.733
Nereididae,Alitta,Alitta succinea,-79.915,32.701
Nereididae,Alitta,Alitta succinea,-79.913,32.733
Nereididae,Alitta,Alitta succinea,-79.912,32.734
Nereididae,Alitta,Alitta succinea,-79.907,32.731
Nereididae,Alitta,Alitta succinea,-79.907,32.765
Nereididae,Alitta,Alitta succinea,-79.906,32.731
Nereididae,Alitta,Alitta succinea,-79.9,32.74
Nereididae,Alitta,Alitta succinea,-79.9,32.737
Nereididae,Alitta,Alitta succinea,-79.9,32.734
Nereididae,Alitta,Alitta succinea,-79.898,32.732
Nereididae,Alitta,Alitta succinea,-79.897,32.74
Nereididae,Alitta,Alitta succinea,-79.895,32.751
Nereididae,Alitta,Alitta succinea,-79.888,32.757
Nereididae,Alitta,Alitta succinea,-79.881,32.784
Nereididae,Alitta,Alitta succinea,-79.878,32.794
